experiment,bucket,n,macro_f1,roc_auc
E_full_qgf,"(-0.001, 0.695]",173,0.7874692874692875,0.8411716171617162
E_full_qgf,"(0.695, 1.0]",517,0.5694006880318667,0.6181185880716397
