epoch,train_loss,val_macro_f1,val_roc_auc,val_threshold
1,0.5014341521263123,0.907471663196854,0.957375,0.4700000000000001
2,0.3248390817642212,0.9149914991499151,0.96685,0.33
3,0.2048901852965355,0.915,0.9647999999999999,0.37000000000000005
4,0.14829128116369247,0.91999199919992,0.9631000000000001,0.4700000000000001
5,0.11648091822862625,0.9174953591139501,0.9623250000000001,0.25000000000000006
6,0.08270218074321747,0.9174953591139501,0.962125,0.21000000000000002
7,0.07472408801317215,0.9124863259884357,0.96135,0.23000000000000004
8,0.06993309497833251,0.9124863259884357,0.9570750000000001,0.2
9,0.06362785816192627,0.9124863259884357,0.9601999999999999,0.15000000000000002
10,0.05876011788845062,0.9124863259884357,0.956125,0.27
11,0.05147717535495758,0.912473194915943,0.9596,0.6900000000000002
12,0.0522822242975235,0.9124863259884357,0.9575,0.45000000000000007
13,0.03803447961807251,0.9124863259884357,0.95865,0.32000000000000006
14,0.06293115198612213,0.9124863259884357,0.958025,0.16000000000000003
15,0.038667574524879456,0.9124863259884357,0.95965,0.36000000000000004
16,0.02146350294351578,0.9124863259884357,0.9579000000000001,0.35000000000000003
17,0.02982795000076294,0.9124863259884357,0.95755,0.37000000000000005
