experiment,bucket,n,macro_f1,roc_auc
E_full_qgf_fixed,"(-0.001, 0.249]",100,0.9025341130604287,0.967511371020143
E_full_qgf_fixed,"(0.249, 0.566]",100,0.8899009108197378,0.9635854341736696
E_full_qgf_fixed,"(0.566, 0.789]",100,0.9255952380952381,0.9675291730086251
E_full_qgf_fixed,"(0.789, 1.0]",100,0.883855981416957,0.9284828441504753
