experiment,bucket,n,macro_f1,roc_auc
E_full_lw,"(-0.001, 0.536]",100,0.90625,0.971875
E_full_lw,"(0.536, 0.841]",100,0.8899889988998899,0.9571828731492598
E_full_lw,"(0.841, 1.0]",200,0.9035159908056415,0.9501051001216949
