experiment,bucket,n,macro_f1,roc_auc
E_full_qgf_fixed,"(-0.001, 0.828]",50,0.9047619047619048,0.948529411764706
E_full_qgf_fixed,"(0.828, 0.975]",52,1.0,1.0
E_full_qgf_fixed,"(0.975, 1.0]",98,0.9161317928968764,0.9730423620025673
