epoch,train_loss,val_macro_f1,val_roc_auc,val_threshold
1,0.6793558218262412,0.8193496587715776,0.8964,0.5200000000000001
2,0.6458230777220293,0.8798076923076923,0.9052,0.5000000000000001
3,0.5949279449202798,0.8993558776167472,0.9276,0.5700000000000002
4,0.5166129144755277,0.8993558776167472,0.9348000000000001,0.5500000000000002
5,0.46549780531363055,0.8897243107769424,0.9416,0.6100000000000001
6,0.4468594952063127,0.8897243107769424,0.9436,0.5600000000000002
7,0.384989621964368,0.9099189270343309,0.96,0.6800000000000002
8,0.3987839086489244,0.8998397435897436,0.9428000000000001,0.5800000000000002
9,0.4011752632531253,0.9099189270343309,0.9596,0.6600000000000001
10,0.3714383759281852,0.9099189270343309,0.9496,0.5300000000000001
11,0.3754464956847104,0.9099189270343309,0.9588,0.7400000000000002
12,0.33979138461026276,0.90999099909991,0.9632,0.7800000000000001
13,0.32670526883818884,0.9198717948717949,0.9536,0.6000000000000002
14,0.3402817804705013,0.9099189270343309,0.96,0.6700000000000002
15,0.3151715330102227,0.90999099909991,0.9652,0.8300000000000002
16,0.3502909622409127,0.9198717948717949,0.9612,0.6400000000000001
17,0.30856179107319226,0.9097744360902256,0.9548000000000001,0.5100000000000001
18,0.3590914146466689,0.9,0.96,0.8100000000000002
19,0.3107995336705988,0.9097744360902256,0.9503999999999999,0.4700000000000001
20,0.2926805845715783,0.8999599839935974,0.962,0.7800000000000001
21,0.31909703666513617,0.9097744360902256,0.9592,0.6300000000000001
22,0.3034774281761863,0.9097744360902256,0.9572,0.6100000000000001
23,0.31246682730588043,0.9097744360902256,0.9536,0.5600000000000002
24,0.31383986229246313,0.9099189270343309,0.9564,0.7100000000000002
25,0.33465315807949414,0.9097744360902256,0.9556,0.6100000000000001
