epoch,train_loss,val_macro_f1,val_roc_auc,val_threshold
1,0.43045921734909515,0.9053640037922259,0.9194607765241805,0.42000000000000004
2,0.3161548796429563,0.8933200201674691,0.9150577361089041,0.32000000000000006
3,0.29454335081043526,0.8985010963924184,0.916348853223158,0.29000000000000004
4,0.3006701098004384,0.8991634254792149,0.9167924678213889,0.22000000000000003
5,0.3041756041903994,0.9175782628421636,0.9212418560305101,0.4100000000000001
6,0.2801512486454266,0.9175782628421636,0.9199043911224112,0.4800000000000001
7,0.2703516676799575,0.9207336780866193,0.9242809470840616,0.12000000000000001
8,0.2810257822275162,0.9172813647815925,0.9229302399491499,0.12000000000000001
9,0.26998434226904344,0.9050494127541978,0.9181961438635522,0.12000000000000001
10,0.26569164800110145,0.9169755750774387,0.9241750092695589,0.1
11,0.2634583088889051,0.9169755750774387,0.925485989724032,0.11000000000000001
12,0.2651556850369297,0.9075226244343891,0.9207452725250278,0.14
13,0.2627854122599559,0.9103336210836337,0.9217185761957731,0.05
14,0.240523520579089,0.9138147757683885,0.922486625350919,0.060000000000000005
15,0.25209270484411894,0.9169755750774387,0.924472959372848,0.08000000000000002
16,0.2556217584147382,0.9169755750774387,0.9258898776418243,0.25000000000000006
17,0.2576675570722836,0.9050494127541978,0.9214537316595159,0.060000000000000005
18,0.2681417093792958,0.9075226244343891,0.9241087981354945,0.060000000000000005
19,0.24528235108105104,0.9106638739641197,0.9227779543408019,0.05
