experiment,bucket,n,macro_f1,roc_auc
E_full_lw,"(-0.001, 0.695]",173,0.7826116488368144,0.8578107810781077
E_full_lw,"(0.695, 1.0]",517,0.5694006880318667,0.5827334376630151
