experiment,bucket,n,macro_f1,roc_auc
E_full_qgf,"(-0.001, 0.249]",100,0.8885172798216276,0.9590643274853801
E_full_qgf,"(0.249, 0.566]",100,0.8999599839935974,0.9611844737895159
E_full_qgf,"(0.566, 0.789]",100,0.9373040752351097,0.9685438863521055
E_full_qgf,"(0.789, 1.0]",100,0.883855981416957,0.9291029350971476
