epoch,train_loss,val_macro_f1,val_roc_auc,val_threshold
1,0.6300572848320007,0.33886494073871043,0.3992,0.23000000000000004
2,0.5602785634994507,0.536553691018818,0.505075,0.14
3,0.5352206254005432,0.6889024887800898,0.7508250000000001,0.4800000000000001
4,0.5328297197818757,0.7397657892102892,0.7754500000000001,0.4700000000000001
5,0.5287669980525971,0.6983351395199979,0.7339500000000001,0.4600000000000001
6,0.5212259042263031,0.6963336757022284,0.7640874999999999,0.45000000000000007
7,0.5144023621082305,0.6901587301587302,0.7328749999999999,0.44000000000000006
8,0.49896448969841,0.7746394230769231,0.8208500000000001,0.5900000000000002
9,0.49198777437210084,0.7421373806915976,0.793625,0.4700000000000001
10,0.48635387897491456,0.7558381735688531,0.8129,0.42000000000000004
11,0.47976938366889954,0.7688674505074866,0.8329250000000001,0.6000000000000002
12,0.4521298611164093,0.7265960582174815,0.7800499999999999,0.43000000000000005
13,0.45637555241584776,0.7499937498437461,0.8088500000000001,0.45000000000000007
14,0.4385923266410828,0.7446872418712923,0.8043,0.43000000000000005
15,0.4318520224094391,0.744993624840621,0.7853,0.4700000000000001
16,0.4239287745952606,0.7650313607337085,0.831375,0.5000000000000001
17,0.41901033401489257,0.7693151066917632,0.813875,0.36000000000000004
18,0.41312489986419676,0.7685185185185186,0.81875,0.5000000000000001
19,0.40125964403152464,0.7663492063492063,0.814,0.37000000000000005
20,0.3997836363315582,0.7690886699507389,0.8301000000000001,0.4700000000000001
