epoch,train_loss,val_macro_f1,val_roc_auc,val_threshold
1,0.6823157526944813,0.5944461568458125,0.6229557034845495,0.5100000000000001
2,0.6719999940771806,0.6125631519692079,0.6534134101742275,0.4800000000000001
3,0.6669546491221378,0.6239850765513564,0.6722037310979618,0.44000000000000006
4,0.660761800251509,0.6370617837357804,0.6766839764135437,0.42000000000000004
5,0.6555964319329513,0.6367686695972316,0.6851654955621302,0.44000000000000006
6,0.6515048538383684,0.6494959179522938,0.6988566321499015,0.44000000000000006
7,0.6345246779291254,0.6419844202719021,0.6991288625904011,0.4100000000000001
8,0.6328735226079037,0.6539753833921205,0.7098203279092702,0.4800000000000001
9,0.6417201443722373,0.6653594771241831,0.7171294584155162,0.44000000000000006
10,0.6225254002370333,0.6626496431678603,0.7147050665680474,0.5100000000000001
11,0.6296424740239194,0.6593586772018858,0.7122087647928993,0.43000000000000005
12,0.6156691046137559,0.672834096230406,0.7169291379026956,0.5500000000000002
13,0.6164298465377406,0.6644816053511706,0.7188116370808678,0.5100000000000001
14,0.6106230804794713,0.668993791835432,0.7199313773833005,0.5200000000000001
15,0.6093166548954813,0.6721996631009484,0.7284090442143327,0.5800000000000002
16,0.6090926520134273,0.6618164165341731,0.7215390779092702,0.42000000000000004
17,0.6027524392855795,0.6718652923407319,0.729310486522025,0.6200000000000001
18,0.5959410730161165,0.6813162710370845,0.73046875,0.5600000000000002
19,0.5955179623867336,0.6775793650793651,0.7353509204470744,0.5200000000000001
20,0.6080124158608285,0.6841123368563873,0.7366838223208416,0.5500000000000002
21,0.5963378752532759,0.6750125691302162,0.734539365548981,0.5100000000000001
22,0.5890006964143953,0.6858901755926927,0.7389566896778437,0.5700000000000002
23,0.5958923854325947,0.6784610788253775,0.7378420857988165,0.5600000000000002
24,0.582790195941925,0.6808035714285714,0.739706607495069,0.5700000000000002
25,0.5781427653212297,0.6858167469867138,0.7393470578566732,0.5300000000000001
26,0.5643005229924855,0.6810889245585875,0.7399865425706771,0.5800000000000002
27,0.6021884671951595,0.6891025641025641,0.7446760971400395,0.5500000000000002
28,0.5810032533971887,0.6866099830257351,0.7423929569362262,0.5900000000000002
29,0.5776461621648387,0.6918742985554351,0.7442112508218277,0.6200000000000001
30,0.5720023246187913,0.6946078132275727,0.744578505095332,0.5500000000000002
31,0.5659573736943697,0.6938717325024979,0.7464276175213675,0.6500000000000001
32,0.5743443754158521,0.692709448343565,0.7463274572649573,0.5600000000000002
33,0.5786178096344596,0.6947099538562953,0.7439826799802762,0.5400000000000001
34,0.5602142128505205,0.6884586580867057,0.7455004930966469,0.6100000000000001
35,0.5660251198630584,0.6826629680998613,0.7421643860946746,0.45000000000000007
36,0.5669172751276117,0.6874967897023926,0.7468385313938198,0.4600000000000001
37,0.578404072083925,0.6889530334382444,0.7455955169296515,0.6100000000000001
38,0.5558708647364065,0.6926473015349067,0.7498587483563445,0.5700000000000002
39,0.5502848695767554,0.6903544294033708,0.7459576347797502,0.5900000000000002
40,0.544587107865434,0.6946548806683727,0.7511325813609466,0.6200000000000001
41,0.5427605690140473,0.6909074022476084,0.7511479906311638,0.6400000000000001
42,0.5492509454488754,0.6951997038377689,0.7503544132149902,0.5800000000000002
43,0.5462644978573448,0.699162089280721,0.7523833004602236,0.6000000000000002
44,0.5445832068982878,0.6850377115555655,0.748248479618672,0.5700000000000002
45,0.5364003040288624,0.6848191191638258,0.7465842784352399,0.5100000000000001
46,0.5477719636339891,0.6895001475429756,0.7446889381985535,0.5200000000000001
47,0.5509587738074755,0.6898376716191889,0.7485823471400395,0.5600000000000002
48,0.5544130504131317,0.6873426178118094,0.7453669460881001,0.6000000000000002
49,0.5302522229520898,0.689798487451629,0.7499357947074293,0.6100000000000001
50,0.5323297224546734,0.6938316258901139,0.7517284064760025,0.6100000000000001
51,0.555158754712657,0.6874534452599952,0.7502285708415515,0.5500000000000002
52,0.5495998490797845,0.6915046276232026,0.7525322567389876,0.5700000000000002
53,0.5317340783382717,0.6912905619645147,0.7522266395463512,0.5900000000000002
54,0.5352298491879514,0.6906662009056654,0.753608337442472,0.5500000000000002
55,0.5457338698600468,0.6963139075815585,0.7540937294543064,0.5600000000000002
