epoch,train_loss,val_macro_f1,val_roc_auc,val_threshold
1,0.6481693530082703,0.7549019607843137,0.822575,0.4700000000000001
2,0.6037823987007142,0.7623802421699234,0.8348499999999999,0.42000000000000004
3,0.561009657382965,0.7953498948325848,0.862425,0.4100000000000001
4,0.5435173392295838,0.8098288459613652,0.876425,0.49000000000000005
5,0.5308564329147338,0.8096144693003332,0.8785999999999999,0.4700000000000001
6,0.5194099938869476,0.8199954998874972,0.8873500000000001,0.4800000000000001
7,0.5078695487976074,0.8199954998874972,0.887375,0.45000000000000007
8,0.49509833693504335,0.8074987968674804,0.8833,0.36000000000000004
9,0.5001222503185272,0.8049561151259033,0.8775749999999999,0.34
10,0.5022121441364288,0.8149259703881553,0.88725,0.43000000000000005
11,0.48956420660018923,0.81,0.886975,0.5000000000000001
12,0.48585012316703796,0.8149583656322672,0.8902,0.5800000000000002
13,0.48187611818313597,0.8074699171745585,0.8848750000000001,0.4600000000000001
14,0.4685896706581116,0.8099572403790853,0.8884,0.42000000000000004
15,0.4822339940071106,0.8173070305510195,0.8899000000000001,0.49000000000000005
16,0.4726684081554413,0.8148333500150136,0.887775,0.5000000000000001
17,0.4795705366134644,0.8149259703881553,0.891,0.5400000000000001
18,0.4742732834815979,0.8074891712658837,0.887125,0.5200000000000001
