experiment,bucket,n,macro_f1,roc_auc
E_full_qgf_fixed,"(-0.001, 0.536]",100,0.90625,0.9650000000000001
E_full_qgf_fixed,"(0.536, 0.841]",100,0.9095568284594513,0.9551820728291317
E_full_qgf_fixed,"(0.841, 1.0]",200,0.9004314636574842,0.9501051001216949
