epoch,train_loss,val_macro_f1,val_roc_auc,val_threshold
1,0.49547423755944664,0.6093189964157706,0.6088378621749033,0.23000000000000004
2,0.46843266931932365,0.6935332708528585,0.7148021611314158,0.4700000000000001
3,0.4642592566226845,0.7079469443599878,0.7170202341225701,0.45000000000000007
4,0.46197128206936283,0.6506410256410255,0.6805445203665447,0.44000000000000006
5,0.45589517168144683,0.706989247311828,0.7161065204724826,0.44000000000000006
6,0.4452342017373042,0.7165811054070272,0.7204367286402882,0.42000000000000004
7,0.4395647209082077,0.701256185763228,0.7232705651782404,0.43000000000000005
8,0.43690786388382985,0.6747428871706329,0.7091278669421051,0.39000000000000007
9,0.4296592411710255,0.6895008138903961,0.7289382382541447,0.4000000000000001
10,0.41494192160777194,0.724023863801717,0.7507879124953653,0.45000000000000007
11,0.41491627337327647,0.7093333333333334,0.725832936066529,0.4800000000000001
12,0.42481115460395813,0.6794359399743608,0.7104587107367976,0.37000000000000005
13,0.4058029567127797,0.7093333333333334,0.7245351978388687,0.36000000000000004
14,0.4027527286045587,0.6627578304048892,0.6991961968324594,0.5800000000000002
15,0.3938598125728209,0.6905806451612904,0.694422374066423,0.38000000000000006
16,0.39683020960039167,0.7271968854282536,0.7362942952486891,0.34
17,0.37893332274102454,0.70632565404139,0.7221515970125536,0.34
18,0.3795397668632109,0.7190217647891979,0.722125112558928,0.4100000000000001
19,0.3772476853719398,0.7197660936633563,0.7428160919540231,0.35000000000000003
20,0.3667387699902947,0.704094713822487,0.7007852640500026,0.37000000000000005
21,0.36628009645796533,0.6909846909846911,0.7093993325917686,0.34
22,0.3576214462518692,0.6902235695339143,0.7178147677313417,0.4600000000000001
23,0.36096240090790077,0.7066917686022098,0.7314079135547432,0.33
24,0.34465925684615745,0.7055031521069346,0.728494623655914,0.4700000000000001
25,0.35818271805990987,0.7137038446897601,0.7208008898776418,0.4000000000000001
26,0.3568010187860745,0.7247053421092913,0.7404854600349594,0.4600000000000001
27,0.3468796937768139,0.6946778711484594,0.7041223052068436,0.32000000000000006
28,0.349669524982794,0.7170070327965065,0.7348972403199322,0.32000000000000006
